"NBa7we src","d4r55","RfnDt","eaLgGf","hCCjke","rsqaWe","wiI7pd","Tap5If","dSlJg","Hzvxle","pkWtMe","dSlJg 2","znYl0","znYl0 2","w8nwRe"
"https://lh3.googleusercontent.com/a-/ALV-UjXfKdhbm1_UL9E7pNWFW5Rtmf8ebBdU0FBDwM1bOel5MWT2VDDA=w45-h45-p-rp-mo-ba3-br100","Avishek Dahal","Local Guide · 28 reviews · 14 photos","","","9 months ago","Sausages were quite good. Else average","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjUMYbExb8JjSyFDMKqGTfdnCniCG8HuWTVvPNka0EWDFiT8TXk=w45-h45-p-rp-mo-ba6-br100","Pranab Pradhan","Local Guide · 225 reviews · 3,792 photos","","","11 months ago","Good for a quick bite, dose not serve tea.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjUb3nfiCERZrYHeZ7kfpAri2CNeoIY5QqeZeP0Nc82L85V6JjNqMA=w45-h45-p-rp-mo-ba4-br100","Abhishek Chaudhary","Local Guide · 72 reviews · 347 photos","","","6 years ago","If you are an indian then I like to stop you from going there. Because I had my first meal in Nepal in NPP.
The chicken was raw, sabji was tasteless. If you are nepali then it's fine.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjW2woIIswBrUMzY_5y3uAcPAyvBELXXV8moSYAIrJeNouk5Y4As=w45-h45-p-rp-mo-ba3-br100","Monika Prajapati","Local Guide · 22 reviews · 94 photos","","","6 years ago","The food here is very cheap and tasty too.  The staffs were very friendly. I had fun while eating here.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjV3nanLg53f2A6kLflgEXv-LBhQjcW9avcap2XJe2MAgaz19Weh1Q=w45-h45-p-rp-mo-br100","Saksham Shrestha","2 reviews · 13 photos","","","a year ago","Do not recommend to order the drumsticks. The drumsticks were very small.","","","","","","Like","Share","More"
"https://lh3.googleusercontent.com/a-/ALV-UjV5XpjnwAUbsWsACfSdAHy0jw8RCoLG89nqzLc6SvzwcL0XiyBy=w45-h45-p-rp-mo-ba4-br100","Sheron Phillips","Local Guide · 45 reviews · 153 photos","","","8 years ago","Good Food for the price..","+2","","Like","1","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVGZIG_Qc98KwWQFHHe5f3WXqpX1iSVwX-L5gyx0cqN6fUJ184q_Q=w45-h45-p-rp-mo-br100","Sumit Phagami","12 reviews","","","3 years ago","A decent place for fast food. The service and the foods quality is great too. Recommended","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjXGD2hhJlrvXnGfp7wJwrYhzfZZ5KBB4z3MPcCEY4GUXUZIkeAVIA=w45-h45-p-rp-mo-ba5-br100","Sumit Man Shrestha","Local Guide · 225 reviews · 360 photos","","","8 months ago","Good for food and very affordable","","","","","","Like","Share","More"
"https://lh3.googleusercontent.com/a-/ALV-UjUJ2REI4SeSWVbFiILPxLr0j3xGdsO19bohulc4zRg8iQg5fmNT-A=w45-h45-p-rp-mo-ba5-br100","Rukesh Bikram Shahi","Local Guide · 150 reviews · 475 photos","","","7 years ago","The most popular place where young group of students have been attracted towards. Provides good stick foods and other also.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a/ACg8ocIvZ_ef_f7PabbVWFaTUG3aUIQeJX7t6fx-pOGxemeTjcx3wCRZ=w45-h45-p-rp-mo-ba4-br100","Anish Bajracharya","Local Guide · 78 reviews · 223 photos","","","6 years ago","The chilly sauce and the momo sauce are the favorite achar of mine. I recommend not to forget stick potato and the fried & crunchy tofu.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjVQzmAZXAJ5f-ZeqqgRFWbpeFd6s8K17Bo6vXRN4jS3Kl8_iJqA=w45-h45-p-rp-mo-ba4-br100","Sn Dp","Local Guide · 57 reviews · 165 photos","","","6 years ago","Food offered here are so great and delightful

But little bit spectible about hygiene it's not quite good …","","","","","","Like","Share","More"
"https://lh3.googleusercontent.com/a/ACg8ocK2qjRN8r-QPWQ8GtwWH7OjwmpXCIHMIdRPFMmC8KLO0GJt=w45-h45-p-rp-mo-br100","Bhim Tamang","1 review","","","3 years ago","Fast food for fast people.
Affordable price with good service.
Fried Mushroom and momo was best ❤","","","Like","1","","","Share",""
"https://lh3.googleusercontent.com/a/ACg8ocI7KGAMwvPb9KPKvdLVVfLFtSqHXeTG_gPYaCsAcLQ4vqfNtA=w45-h45-p-rp-mo-ba4-br100","Rupes Maharjan","Local Guide · 108 reviews · 114 photos","","","3 years ago","This place serves various types of stick food at moderate price, and chow mein is one of the best item of this place.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjX4XUSrssijD2YSezqWZ4VHet6s8MijWc5h15ofpP1y37b7yKep=w45-h45-p-rp-mo-ba4-br100","Bishal Pradhan","Local Guide · 74 reviews · 3 photos","","","2 years ago","Good for some stick food and quick bite but hygine is not good","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjVe_JClHmqs04ZRUPogIPyOBVEIsTbvd4h5noy27DMGpQt6d9Wi=w45-h45-p-rp-mo-ba3-br100","Romash Shrestha","Local Guide · 11 reviews · 56 photos","","","6 years ago","When you are hungry and on tight budget just remember this place...its really cozy and small..it get crowded sometimes but it doesn’t matter😁😁..food is good overall and the service is fast too …","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjX4XTYwZyhP52L9fOeNPnpLX6p-E3yiQNzU2v8x9WlaAmnrkjXy=w45-h45-p-rp-mo-ba3-br100","Abhigya Amatya","Local Guide · 15 reviews · 2 photos","","","7 years ago","Literally Marian's adda (Marians can relate xD) Best piirroo sauce and the other aachar is good too. Tasty stick food and fast food as well.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjWRZECY2eHhn7hUKaKUU6tZQErB7r40htWmq8SCdQftqW2uD7wW=w45-h45-p-rp-mo-ba2-br100","Riya Gurung","Local Guide · 6 reviews · 2 photos","","","a year ago","I recommend to have C.momo and chicken burger..for me they are better than anything other..","","","Like","1","","","Share","More"
"https://lh3.googleusercontent.com/a-/ALV-UjWBRWc6NpIA6wichBNtqnKS1d_ZDZFQPqtspjOvgXHpCILH8Lx3qA=w45-h45-p-rp-mo-ba3-br100","Kushagra Acharya","Local Guide · 18 reviews · 34 photos","","","4 years ago","Simply the best. Fast, tasty and fresh. Pretty much on your budget. The taste is addictive here.","","","Like","1","","","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjWmP7M7szK8197ZbuXf7OGi1PDgAQKO1cmPILBojfCbef5bjPEz=w45-h45-p-rp-mo-ba4-br100","Bibek Subedi","Local Guide · 155 reviews · 128 photos","","","3 years ago","Good stick foods the classic feeling. Good food if u don't mind the untidiness","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a/ACg8ocJQ1vglNcNahvXr8sKiHg68b6lUxYmjHpSXhjF-o5Jdzk518g=w45-h45-p-rp-mo-br100","Prabin Tamang","1 review","","","a month ago","Worst experience ever","","","","","","Like","Share","More"
"https://lh3.googleusercontent.com/a-/ALV-UjXvtfNia2KCZOYBpv3FEgPFMFgJLmwC__x80n9T8MecZvPOpYA_Yg=w45-h45-p-rp-mo-ba4-br100","Reedam Nagila","Local Guide · 23 reviews · 149 photos","","","a year ago","The food is great and the service as well.","","","","","","Like","Share","More"
"https://lh3.googleusercontent.com/a-/ALV-UjXRrggasx0hh5OramMptD2S1nY-H1ynwzd0R_aPev-dV2lOigth=w45-h45-p-rp-mo-ba4-br100","Prabin Bhattarai","Local Guide · 16 reviews · 161 photos","","","3 years ago","Sausages are exceptionally good 👌👌 …","","","","","","Share","Like",""
"https://lh3.googleusercontent.com/a-/ALV-UjUgLIsHjBgZ3CZ3FbNboyTcVfEIKCOa7652SfsXTScFbpEaYf3g=w45-h45-p-rp-mo-ba2-br100","Amatya D. Sachin","Local Guide · 29 reviews · 2 photos","","","a year ago","The worst fast food experience ive ever bad. Thats all.","","","","","","Like","Share","More"
"https://lh3.googleusercontent.com/a-/ALV-UjW0xdPCHAzNmYrzkyP-l6-GndOTeZgdNS6rh8XCCIACCLldGXc7=w45-h45-p-rp-mo-ba2-br100","Pratik Shrestha","Local Guide · 18 reviews · 2 photos","","","2 years ago","Best place for fastfoods, cheap and amazing taste.","","","","","","Like","Share","More"
"https://lh3.googleusercontent.com/a-/ALV-UjX5uujgf9Jh9vNNQa_PSqpifD9IjfiFcndSOv9MNxuBflkxeJnD=w45-h45-p-rp-mo-ba3-br100","Food Explorer Nepal","Local Guide · 13 reviews · 88 photos","","","3 years ago","One of the best places for stick food & their achaar is simply heavenly!","","","","","","Share","Like",""
"https://lh3.googleusercontent.com/a-/ALV-UjVZfE2PoyEQ4osYLBGyAXLcRqGwRyH8FJ78QblUx5V3_CZK1vMo=w45-h45-p-rp-mo-ba2-br100","Biwesh Ojha","Local Guide · 26 reviews","","","2 years ago","Delicious stick food all around with affordable price.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjXdCS6lK81Un5zKu_3l4_dWsBJ4UNChJluLPDpsVnSiyWIbrMpF5g=w45-h45-p-rp-mo-ba3-br100","Prasanni Shrestha","Local Guide · 79 reviews · 41 photos","","","2 years ago","I have gone to NPP for yearsss now. Their consistency with food is amazing!","","","","","","Like","Share","More"
"https://lh3.googleusercontent.com/a-/ALV-UjUcnjg-BqpgjAk2Jq-d1vwf20uFF15QC1uotxY3ZxD8RVyDX0Q4lw=w45-h45-p-rp-mo-ba7-br100","Saroj Dhakal","Local Guide · 156 reviews · 4,983 photos","","","7 years ago","MoMo is pretty good. An inexpensive restaurant. It's not the best if you want ambience, cozyness and western restaurant.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjUxDZnNtZmJp7jPcAbSnPInvN3kLjaSVnkud6K00cYIyv_mYtU=w45-h45-p-rp-mo-ba5-br100","Prism","Local Guide · 130 reviews · 794 photos","","","4 years ago","what a  rapid service provided here!","","","Like","3","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUSsOxDsx8w21w_iNQACwpO0Vvwnc8JGmObGZ1V1zNAyt18PlFhuA=w45-h45-p-rp-mo-ba4-br100","Roshan","Local Guide · 123 reviews · 94 photos","","","8 months ago","NPP has gone down in its food service and atmosphere.","","","","","","Like","Share","More"
"https://lh3.googleusercontent.com/a-/ALV-UjXefmMVvHKaEi7NyhPkj-bws_DTBndiAtBEMHvMHzqrbSNk86P6SA=w45-h45-p-rp-mo-ba5-br100","Miki Singh","Local Guide · 89 reviews · 201 photos","","","2 years ago","The food was okay but the service was very slow and repetitively same natured questions were being asked .","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjVD6a-_jB0dRD9w42GAttQAIj_XTjHE4tzt7uTSmiHPn1GkANrohA=w45-h45-p-rp-mo-ba4-br100","Sarin man shrestha","Local Guide · 67 reviews · 104 photos","","","8 years ago","Some of the items are good... But got served undercooked momo once and oily as hell the next time","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjU-7fXLM-OnDrMcCU15v8SBApPLPDM1m5amOpk3RkrHGzGbcpEM=w45-h45-p-rp-mo-ba4-br100","Aabesh Karmacharya","Local Guide · 67 reviews · 230 photos","","","6 years ago","Good good, reasonable price, fast service. Not fancy. Good for everyday snacks.","","","Like","1","","","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjW7_CIOy__Ke7BLdPyTlbTkzLqI2rh4XEu1f26Fggii3p6hbpKB=w45-h45-p-rp-mo-ba3-br100","Sugat Paneru","Local Guide · 15 reviews · 10 photos","","","7 years ago","Food is cheap and good. I loved the mushroom stick here.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjUfma60MCIETWqsmJmxkBbOxsaUjQuANerY8MFpoaTLAwD1bM8S=w45-h45-p-rp-mo-br100","Spandan Pyakurel","2 reviews · 1 photo","","","5 years ago","Place to chat, hangout is nice. Food is not that great as expected. Price is too high.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjV6hbHg9yjosIsI7V4voyjXeELTegyU2KocZU2H74cWDXjvabEIzA=w45-h45-p-rp-mo-ba5-br100","Randhir Chaudhary","Local Guide · 152 reviews · 482 photos","","","a year ago","Good food at reasonable prices.","","","","","","Like","Share","More"
"https://lh3.googleusercontent.com/a-/ALV-UjVrijgWax_V2EMUpTLEuJO6xbVS3xXZmSsrfNIa8xRhsHkVkKQO=w45-h45-p-rp-mo-ba3-br100","Sumiksha Bhatta","Local Guide · 21 reviews · 41 photos","","","5 years ago","My personal best of this place are stick foods especially sausages","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjVaZovY0Avu2d7B5vZUjOJ9MqP2j05EDwBwlFkV4DjUb876x-1xAw=w45-h45-p-rp-mo-br100","MARCOS THAKURI","112 reviews","","","2 years ago","𝓑𝓮𝓾𝓽𝓲𝓯𝓾𝓵 𝓫𝓾𝓻𝓰𝓮𝓻 𝓱𝓸𝓾𝓼𝓮 𝓪𝓽 𝓵𝓪𝓵𝓲𝓽𝓹𝓾𝓻. …","","","Like","2","","","Share",""
"https://lh3.googleusercontent.com/a/ACg8ocI4KClxzaUZX6XonneDW7okPszRtrJgs_bTjEXH8cY2sWLpWw=w45-h45-p-rp-mo-ba4-br100","Dibyamshu Shrestha","Local Guide · 84 reviews · 134 photos","","","8 months ago","Best Sausage and Achar","","","","","","Like","Share","More"
"https://lh3.googleusercontent.com/a-/ALV-UjU3jKeM9WsjmdKJ_96W8kqyHXpFePPo0vJ3b5kK1W5aj_whs0Hn=w45-h45-p-rp-mo-ba3-br100","earn2 learn","Local Guide · 38 reviews","","","2 years ago","Food tastes good but need to improve the service","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjV15GqSXKIkUW1WWj2q0McM92sFDkPJ7LO1t9KCvJTM0NHoK2JFlw=w45-h45-p-rp-mo-ba4-br100","Pravin Adhikari","Local Guide · 65 reviews · 488 photos","","","6 years ago","Best sausage and stick foods in the town at the resonable rate.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a/ACg8ocIkoHEyjV_XzdO9yBI7n7n_bXiM-qQMT72m-3tOJADSnk1r7txu=w45-h45-p-rp-mo-br100","Reet Kayastha","6 reviews","","","6 years ago","this place serves delicious stick foods at very cheap price.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjUFcajxPitTJAuFnDXPTJOuCHTYMngnZkJBvpMQZfrBU1M0DECP=w45-h45-p-rp-mo-ba2-br100","Amir Sohail","Local Guide · 10 reviews","","","11 months ago","Fast service with delicious food.","","","","","","Like","Share","More"
"https://lh3.googleusercontent.com/a-/ALV-UjV0OdxjNxTziKJVDFYInAGmUH0AavqxBS525jxzxY8-mffu-XfE=w45-h45-p-rp-mo-ba2-br100","Rajan Shrestha","Local Guide · 11 reviews · 16 photos","","","4 years ago","Food taste was good....
But little bit effort in hygiene","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjXmbRl4SDVI1Hi3IB_-Y-K2mDJdCHuISIrHbErN8l9yTMpjGd9AzA=w45-h45-p-rp-mo-br100","Aayush Basyal","3 reviews · 5 photos","","","6 years ago","Really good for the price.Now has wifi as well , can't ask more","","","Like","1","","","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjWpWALib0nI6dE16OwefsChCpLi45eANisWm_HdGickrGTwHsJqgA=w45-h45-p-rp-mo-br100","Elisha Ghimire","10 reviews · 3 photos","","","6 years ago","Have made so many memories in this place .. but their service is getting bad these days..","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjW7ECiAkrD3--18FdWMkh5tJlYOJYk4hunpJLn1FRXc_uxeiJzw=w45-h45-p-rp-mo-ba2-br100","Shreya Khadka","Local Guide · 11 reviews · 16 photos","","","a year ago","Affordable place with good food.","","","","","","Like","Share","More"
"https://lh3.googleusercontent.com/a-/ALV-UjWY5gllmhx1NtkvY0Q9vO7NXsmz-deYiV2urRPqEIWtW8tVylE=w45-h45-p-rp-mo-br100","Prashanna Takhachhen","1 review","","","6 years ago","fast service.. tasty food... what else do u want!! 🤘 …","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjWtmo3wEeTYNdafN2XlLdQJFVclo-YNPp3ceCfummOxMx7OJZKs=w45-h45-p-rp-mo-ba5-br100","Rumus Bajracharya","Local Guide · 151 reviews · 146 photos","","","6 years ago","Really good and cheap fast food service.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjVHsS0T70PEazN5XHaFkyOQfce-dOZtz-pxPdZJoF2Nsy8b8nJGoA=w45-h45-p-rp-mo-ba4-br100","Namita Kandel","Local Guide · 49 reviews · 201 photos","","","6 years ago","It's good place a catch a quick and tasty bite","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjV6B2Xit_v3-fzG7BkEIItIJUjygOkCAXjrrhcfVFnFd25VtuNt9w=w45-h45-p-rp-mo-br100","PRANIL SHAKYA","4 reviews","","","a year ago","Great for quick service and affordable price","","","","","","Like","Share","More"
"https://lh3.googleusercontent.com/a-/ALV-UjVvRHVQOrA1VgbzqbBhz7UjpBYfxOjPo0tecB7_GFV5tJR9V-Q2=w45-h45-p-rp-mo-ba5-br100","Saphal Adhikari","Local Guide · 253 reviews · 126 photos","","","4 years ago","Great for brunch that won't hurt your pocket.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a/ACg8ocKnF0OfgImY5StOFUaAN_K-zKOugzWhv0M8aPwTtiEbfvphsw=w45-h45-p-rp-mo-ba2-br100","s. shrestha","Local Guide · 8 reviews · 2 photos","","","6 years ago","Food was tasty butplace was not hygenic enough","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjUHezsngD-pBfspIR8mKqFBudqTr62MJLQbEnxkOEKmp7ZJe-pacA=w45-h45-p-rp-mo-br100","Bikram Kumal","12 reviews","","","3 years ago","Was Good Before but has started to degrade. Kuods Guys Keep pushing up.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a/ACg8ocKvv82vgatTdSWWmElTaQn3OrjWICSuqw4Q7ArSK7KO6N_x3Wg=w45-h45-p-rp-mo-ba4-br100","Rabina Shrestha","Local Guide · 78 reviews · 118 photos","","","3 years ago","Amazing  street  food available  here..","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjWbBHyXh3UR7R7YpRnyZIjWboGEoiQsNSrzFiv8LkFeJjjRb4N1dg=w45-h45-p-rp-mo-ba4-br100","Ashlesha","Local Guide · 73 reviews · 106 photos","","","7 years ago","Very inexpensive. I come here for sausage and salami.","","","Like","2","","","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjWmklEB7_zGfOi3Fh8mvgwox-IifsYqXp46h3AKxmKs5GJk5fQxMw=w45-h45-p-rp-mo-br100","Barsha Shrestha","2 reviews","","","7 years ago","Famous for its mouth watering sauce.best american choupsey in town.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjWD2vDlwv9NlRD1ZcgVVS7jP31c5unOI44RI6yQ_5UTJrMAqXQ=w45-h45-p-rp-mo-ba4-br100","Shreeya Karmacharya","Local Guide · 93 reviews · 207 photos","","","6 years ago","Good food. Quick service. Noisy","","","Like","2","","","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjXdM4wWxJ3nRRrWRMxNMwsT_GrRTfD9cqhxbRlBAVn3WyWSeCjICg=w45-h45-p-rp-mo-ba3-br100","Sukrit Pant","Local Guide · 39 reviews","","","7 years ago","God's food and hygienic place for stick food","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjWdRVZ7K6n6KHFCoGplEGC_2EOeFIDu_IDMQ0kVaZaMosrc3lRp2w=w45-h45-p-rp-mo-ba6-br100","Bijay Prajapati","Local Guide · 423 reviews · 2,550 photos","","","5 years ago","Tasty with budget pricing, loved it","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjVitiuWiANUCt1Sof0eVLGH6-Jnuqi_NOEjadaiNJFO89Zojhy3IQ=w45-h45-p-rp-mo-ba2-br100","Devi Bhattarai","Local Guide · 17 reviews","","","a year ago","Found nothing like hyped","","","","","","Like","Share","More"
"https://lh3.googleusercontent.com/a/ACg8ocK31S0LQKveCg0zjPKCIfW52Xguxqp7l533PQZwURqdKuOKmlc=w45-h45-p-rp-mo-ba4-br100","Rohan Karmacharya","Local Guide · 62 reviews · 48 photos","","","6 years ago","Good food as compared to Price","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjUstGEOn188WAO1Twd9S1qcElstmSqugTX8hYtIVykGMPKjq0bSag=w45-h45-p-rp-mo-br100","Anish Bhuju","5 reviews · 1 photo","","","3 years ago","Good food, reasonable price.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjX4cwqliCnTuOyL-JppXrFsyWsgpA4AaifiPtzlIMji-QvSsk0LKw=w45-h45-p-rp-mo-ba4-br100","Pasang Kaji Sherpa","Local Guide · 24 reviews · 258 photos","","","4 years ago","Aachar is always on point, the major essence of MO:MO.","","","Like","1","","","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjUd7oSAynfyO1y6yl8T96GIIkLAHErv4KCrouzIytIjhNN9lsdC=w45-h45-p-rp-mo-ba4-br100","Ujjwal Shrestha","Local Guide · 57 reviews · 57 photos","","","3 years ago","Good to eat stick food here.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjXEG1aKd0pT2NfpAGkba9QD9b0WeQOH0LyomVef7MwX1Aoz2JZm=w45-h45-p-rp-mo-ba3-br100","Bijay Dawadi","Local Guide · 25 reviews · 9 photos","","","6 years ago","i just love the suasage over there..very good.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjVjGxPBzGCoBQxLjxiZKlphrUNxu6sx_vQvY48aB3ij0hEMEKE=w45-h45-p-rp-mo-br100","Karuna Shk","11 reviews · 1 photo","","","5 years ago","Best for stick food ... Cheap","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjW7xNWdRxzIAslagppqAfXVWe-im5HIyXz5-Chbss8oqY7o50N6=w45-h45-p-rp-mo-ba5-br100","Sujan Thapa","Local Guide · 168 reviews · 75 photos","","","6 years ago","Great place to hangout with good food","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjVgBlu7d78byQ67muv_7W1ZXf9JOT8sfpQ75I6ERYRL2j7dI6b4=w45-h45-p-rp-mo-ba4-br100","Zyoti Shrestha","Local Guide · 53 reviews · 24 photos","","","7 years ago","good place for fast and cheap food","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjWsPRwLNEMreNF70Cb6ozFPxCMCqZxB9GkC2dkKcmC8Q83ImIRRlQ=w45-h45-p-rp-mo-ba5-br100","Jeewan Rai","Local Guide · 242 reviews · 124 photos","","","7 years ago","Reasonably priced fast food","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a/ACg8ocKlN8oBXlzKj-nmpHA6570e2pm0CO4e6HL4yEpABAeD-Avyxw=w45-h45-p-rp-mo-ba4-br100","Mr. X","Local Guide · 43 reviews · 51 photos","","","6 years ago","for a quick bite :) and no for hot beverages","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjV3xP5cExvQkRngbdi2D9Y8FlPh5bWB5GL4KISW3O8CoHqa25w8=w45-h45-p-rp-mo-ba4-br100","Sushant Srivastav","Local Guide · 89 reviews · 313 photos","","","5 years ago","Tasty food at reasonable pricing","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjUlsDoHC6LKWp1v2m6anfvNLyv04WDH8oehvEbmbEsrsvC3bWT8cg=w45-h45-p-rp-mo-ba4-br100","Salina Koirala","Local Guide · 73 reviews · 244 photos","","","2 years ago","NPP special crazy momo is the must try.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjWLqSUQdo935eFgjlGKvFZ5ONIXVwxVm-VJeI61aITjDQg3bYQ=w45-h45-p-rp-mo-ba3-br100","sudin bhuju shrestha","Local Guide · 17 reviews · 15 photos","","","6 years ago","Decent for quick snack","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjVrX-3otZKcvLtb5ZipSDUGrbA-tzyEfqP1tadsybA2JnxG0hhV=w45-h45-p-rp-mo-ba4-br100","Arati Tiwary","Local Guide · 109 reviews · 187 photos","","","6 years ago","Cheap and delicious stick food.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjXQ6dDCCpossr4yocxEsTU7dvrNfJc8TYAiMWlyAn1N7vhSwXXw=w45-h45-p-rp-mo-ba3-br100","Sakriya Nepal","Local Guide · 62 reviews · 6 photos","","","5 years ago","Best place for street food lover💕 …","","","Like","3","","","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjXIe2zEzDJEXFB0cgK0sXZSA897DSGXW-50jVZop0Vh7MmJFm34=w45-h45-p-rp-mo-ba3-br100","Dipesh Adhikari","Local Guide · 15 reviews · 104 photos","","","5 years ago","Nice place for yummy fast food","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a/ACg8ocKNaKXPyii8uY-NTlqMOQAOB6ABRNnN1x0PR9hhaLawsRKP=w45-h45-p-rp-mo-ba3-br100","Regina Brecker","Local Guide · 28 reviews · 6 photos","","","6 years ago","Good momo, very affordable","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjWzzqkRk011Hhhfhc4o_TABty7-SOrBIIbJBej130dRqsgsF2BZfg=w45-h45-p-rp-mo-ba4-br100","Bini","Local Guide · 75 reviews · 271 photos","","","2 years ago","Average food at average prices.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjUZrb9RUSKW3TiOVMjlr3mtsfMkw3J7T64gTQXTi6aFRQoZ5DnjlQ=w45-h45-p-rp-mo-ba2-br100","Bibek Paudel","Local Guide · 5 reviews · 15 photos","","","2 years ago","Good for fast food","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjXjU2ZzVGNv3qXP1AYD9CbDruur2moSHp6wY_rHZ9TUxSuKHmgJ=w45-h45-p-rp-mo-ba3-br100","Vishal Shrestha","Local Guide · 39 reviews · 33 photos","","","4 years ago","Good for a quick bite","","","Like","1","","","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjX-FPlXwBzX96s827LTdlZ6OmPy0m8LscVQ4PmcXcoWpBlfZTP11g=w45-h45-p-rp-mo-ba3-br100","Srijit Shrestha","Local Guide · 25 reviews · 41 photos","","","5 years ago","Cheap and good good but bad service.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjWEtqmELnraaRc8JbQS8YCmpTYQv2VO6vib0YFBa3AsZNR8jjLZIg=w45-h45-p-rp-mo-br100","Santosh Khatri","2 reviews · 30 photos","","","7 years ago","Good food, good place.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjWmxLR6vblkLVwb0oxU_tajp0bEhBVBQ6b1v34oxs5G9vXXKcqU=w45-h45-p-rp-mo-ba3-br100","kundan shrestha","Local Guide · 15 reviews · 47 photos","","","2 years ago","Efforts should be made on cleaniness.","","","","","","Like","Share",""
"https://lh3.googleusercontent.com/a-/ALV-UjXA69cTkrtmLb1tX805pMPH6QzfeKAHE6kqtVgImM71ddlgTLh7=w45-h45-p-rp-mo-ba4-br100","Aveenas Thokar","Local Guide · 41 reviews · 59 photos","","","7 years ago","Holy grail for hungry people on a budget.","","","","","","Like","Share",""
