"NBa7we src","d4r55","RfnDt","eaLgGf","hCCjke","rsqaWe","wiI7pd","w8nwRe","Tap5If","dSlJg","znYl0","dSlJg 2","znYl0 2","Hzvxle","pkWtMe"
"https://lh3.googleusercontent.com/a-/ALV-UjXgf48r7vZ-cOrtYVeiqZs1rvLoxNRfC63QY68zfbpswtm5oaC4=w45-h45-p-rp-mo-br100","Krenjila Karki","2 reviews","","","5 months ago","Each dish that graced our table was a masterpiece, expertly crafted with attention to detail and a passion for flavor. From the appetizers to the desserts, every bite was a revelation of taste and texture.The staff, attentive and …","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWXtNWLF2KHZLBz9SKNv4DaZQjFolR_dVmeHY00dtI-VWV6tBgc=w45-h45-p-rp-mo-ba2-br100","Ayash Uprety","Local Guide · 15 reviews · 35 photos","","","2 years ago","One of the best thakali in Kathmandu. Mouthwatering thakali dinner set with traditional mutton meat. And ofcourse the fresh fruit punch completed the whole dinner. Thank you Mr Biskah for the warm hospitality.","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVntujaHctmPOI-oYJvzOjVvg7MMubJnYd48jMZzOf84IdkNeUC=w45-h45-p-rp-mo-ba5-br100","Brio Media","Local Guide · 209 reviews · 982 photos","","","a year ago","Food is okay. Not as I expected after read lot of reviews. Too pricy. Service was good. Friendly staff. Food need to improve a lot. And must be reasonable price.","","","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjU5F8uQoGspafnXq78gH5EnL4sGcOdXb-olFMztXzC8q71AqfA=w45-h45-p-rp-mo-ba4-br100","RamAce Lama","Local Guide · 51 reviews · 34 photos","","","11 months ago","Food is good. Nice ambience. However, this place is always crowded. You have to wait sometime to get a sitting place. If you are visiting with groups suggest to book a table in advance.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXE2vQhHEReLDfjDGkY_wyxDmZKjAZxB78wZQNnHVJGPxmZhpEb=w45-h45-p-rp-mo-ba5-br100","Mahesh Chandramouli","Local Guide · 113 reviews · 1,488 photos","","","5 years ago","Yet an another Thakali cuisine which I tried during my Kathmandu visit. Even this restaurant has its own taste of serving the traditional newari cuisine. …","More","+9","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjX0pfmo6dJZNZyzf_Mdlhdf5FU6F19duoh5pN4T0cnhbBHG2MA=w45-h45-p-rp-mo-ba5-br100","Aashika Pokharel","Local Guide · 201 reviews · 709 photos","","","4 years ago","The snacks are as good as the thali but the best thing about Jimbu is efficient service. Ample parking space, private and general tables, children's minipark, clean bathroom. Everything is worth the tad expensive money.","","+7","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocL9kCr3Lrto_tLyAANNAyISOFmYna60c8ynkdGIGWXe9hcrhA=w45-h45-p-rp-mo-ba3-br100","Ashish Thapa","Local Guide · 26 reviews · 4 photos","","","a month ago","i went alone so they ignored me and i insisted that i sit by the bar in high chair and eat the thakali set. Very unprofessional. Had different experience when i went their with group but this kind of behaviour is totally unacceptable","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW94BMY-Sw_jqf6pVNEEp53hLqfKZhjVBocshvi0ZN5xkbTMJ4=w45-h45-p-rp-mo-ba3-br100","Pemba Sherpa","Local Guide · 14 reviews · 77 photos","","","a year ago","The food is 3 out of 5 becoz i cannot find so testy.The place is very elegant, vibes are amazing and staff are very friendly.specially Rajesh..","More","+3","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUTdj1_ojv7hJttbVwpInDos5r1e2DKzWMtBv-jVhnzyai-No-n=w45-h45-p-rp-mo-ba4-br100","Gajendra Kc","Local Guide · 71 reviews · 189 photos","","","3 years ago","One of the best places for thakali food in Kathmandu. Comfortably in the top 3. The place is very nice , clean and well maintained. The service is also very good , and timely. Would definitely recommend 👍 …","","","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a/ACg8ocL2NTnroHRqltD-4Jgyxqd5Pn3k6FRS8CjCLbeEPbkbtLRXyg=w45-h45-p-rp-mo-br100","padam pun","9 reviews · 1 photo","","","4 months ago","Not worth the money
Desert served was not freshly prepared/ couple of days left over
Disappointing","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVXhKfXRw3tJUrcUo75T10C6S2ZOKq7HC-2fVeUYk8RbDjC-uUmWw=w45-h45-p-rp-mo-ba3-br100","June Singh","Local Guide · 25 reviews · 26 photos","","","5 months ago","Visited here for lunch and was just left waiting for a long time. It turned out the servers had forgotten to place the orders correctly. Once that was fixed the food arrived quickly. Had to wait over 45 minutes for the food.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUyWQl1I-uDlM5q_xyhwZlhzdWz1YqpxwFnyAVq6cbh4dK4HD4=w45-h45-p-rp-mo-br100","Devi Prasad Pangeni","3 reviews","","","4 months ago","How anyone rated this place highly is beyond comprehension.. slow service, poor tasting food and bad vibes all around.. chicken and gravy were two separately prepared and mixed together forcibly, Daal was equally poor, even the fried potato sucked balls… Kathmanduites need to find a better alternative for a proper thakali meal","More","","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjXBBcnSUqy6afju-tsiAhB9jIp9pjzX_0vA8NFnY0C77kkKfaw=w45-h45-p-rp-mo-br100","Nitin Chand","10 reviews · 12 photos","","","a month ago","Nice atmosphere but taste average, these days many thakali offer higher quality than jimbu, so jimbu needs ti improve now.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW-2d-3idKVSCutS9SEHTtWjumopdZmWxANqtqyCFPjRKQb2gwi=w45-h45-p-rp-mo-br100","Shrestha Sandip","1 review","","","4 months ago","Last night, the three of us went to Jimbu Thakali. For starters, we ordered chicken satte and wings choila, which were fantastic. Unfortunately, the drinks I ordered, margarita and cucumber martini, were a disaster. As our main course, we …","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX4GgGGWaKUPp8e4fJtQOAk2wMhcmqN0TWSCX5c4I2J700TGksvgA=w45-h45-p-rp-mo-br100","samrat shakya","5 reviews","","","a month ago","They have lost their authenticity. The name thakali doesn’t do justice for the food they serve. No quality food especially vegetables..","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWnlTOvP_jIYXSsutJqttJOm3uCtAmlTHM5dIOLQzEEtTVOpUGVIA=w45-h45-p-rp-mo-ba4-br100","Arun Yadav","Local Guide · 58 reviews · 35 photos","","","2 months ago","Overall its nice place for lunch and dinner
Food is okay not great
Its is better to have reservation otherwise you have to until the table is …","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV_wREjfDcRy2eIMHXvO8d1daKOnFWWO1WcWzQJNtR8oAU4GOg=w45-h45-p-rp-mo-br100","Shashi Bhandari","8 reviews · 2 photos","","","5 months ago","A go to place for thakali khana set with friends and family. The ambiance is nice and also have small playground for children. The staffs are polite and humble. As the place is kind of crowded so you have to expect some delay in getting the food.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUPUSpM3WBBlGlMR5nYF_DttjoccAQDBnfMdFOhsNz-grYSFHuB=w45-h45-p-rp-mo-ba5-br100","Saksham Shrestha","Local Guide · 162 reviews · 489 photos","","","3 months ago","Foods are tasty..the service was very fast..one of the best of its kind in nepal.","More","+3","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWVccdlBGHl0fCY__0mvaBy6yJWuT4F1QCvZYluFABQ7KStgx72eQ=w45-h45-p-rp-mo-ba2-br100","Shreyash Shrestha","Local Guide · 17 reviews · 6 photos","","","5 months ago","Feels very good to be here.
You can just enjoy the environment , ambiance, food, services they provide and just enjoy your time over here where you can get best thakali food in the town","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUtGExVK4LCdt8zhmDePy3gXC5YdVV-4w4fWtWnaH0YJJVJoQmQ=w45-h45-p-rp-mo-br100","Sosuka Maskey","8 reviews","","","6 months ago","I have always been a fan of chicken club sandwich and will continue to have it in future. But I was disappointed with the sandwich I got yesterday- chicken with soft bones in one of the four pieces. Please make sure of the things you put in the great food. 🙏 …","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUU-Qrkrb-HeAj8zKlDi6z6lQWuDhU_r6gHgOaErcZMb_hSlKex=w45-h45-p-rp-mo-ba7-br100","Lila Baniya","Local Guide · 555 reviews · 6,494 photos","","","a year ago","Delicious food with reasonable price … Quick service . Hospitable staffs ..","More","+4","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVtLWFPoeddozNZwtEA1aI7rswRZzs-IHxt84OVIivn_OQTd4MN=w45-h45-p-rp-mo-br100","Ashmina Karki","5 reviews · 11 photos","","","5 years ago","Expensive but not so special i got 1drink with strawberry and they put strawberries jam in the drink instead of fresh strawberries very disappointing","","","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjVITuzxYfDorJN0cm411s9OMTCfEC_ZE0HYebV0yTTP8v9_kXpY=w45-h45-p-rp-mo-ba4-br100","ragini pandey","Local Guide · 126 reviews · 281 photos","","","a year ago","As usual a very authentic and reasonable place for thakali(nepali ) thali. The vibe was love on 14 th feb , service was quick and good. Food was great.","More","","","","","Share","Like","6"
"https://lh3.googleusercontent.com/a-/ALV-UjUb9L-D9lxA-mvnn3-Yfgo4eHrDHYT2Fj0568b7F7YGY2Q0IeIiQg=w45-h45-p-rp-mo-br100","Hub Bay","5 reviews · 3 photos","","","3 months ago","Tasty food and friendly staff. Thanks to Shalom, Januka and Ashok for making our dining experience wonderful. Will visit again soon.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW6dOzo8ZlfAMH646iIBnwnH4HTpFsOW3CO717Um5X_ZE3vk8-97w=w45-h45-p-rp-mo-ba6-br100","Dinesh Gupta","Local Guide · 61 reviews · 3,197 photos","","","5 years ago","Jimbu is one of the nicer Thakali joints in Kathmandu. Limited choices but the food is really good. Both veg and chicken options are good. Ample parking is available, beer options are also write good","","+2","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWK-YfFff10ybvebkhAW_-RuGtcFnZXQMtbJj_vkPp-RSVf8pGR=w45-h45-p-rp-mo-ba5-br100","Pratyush Dhakal","Local Guide · 264 reviews · 356 photos","","","2 years ago","Great food. Special Thakali Thali was delicious. Beer and hard drinks also available. Also group parties and birthday parties available. Sitting both inside and outside. Big TV screen inside","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUVpsb7M6vReOFSx97OKK2L9ZFQZOo810mI6XLIqg3ikwTRhPo=w45-h45-p-rp-mo-ba4-br100","Sreejith Mundakkal","Local Guide · 67 reviews · 360 photos","","","a year ago","Good Food,Good Taste,Polite Staffs, must try their Cheli-jwai Thali I just loved it.","More","","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjX0FC8syrXflJ4moREBK7zCdCrh-jDdjOGMT27XharQ4-n64oI=w45-h45-p-rp-mo-ba4-br100","Nasim Ahmed","Local Guide · 65 reviews · 124 photos","","","4 months ago","Best for Kathmandu local food","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXxLnXjqAcvZ_fOP17x9x2fwHwgtPdFJnwliTAOoBv_R7AGEdfEiA=w45-h45-p-rp-mo-ba3-br100","Manoj Khadka","Local Guide · 11 reviews · 8 photos","","","5 months ago","Orderd 4 local chicken sets on new year got different meals without proper communication. After that waiter dissapered . And cashier said it that it was their mistake but charged 7000 for 4 meals. It was my first time with jimbu thakali and worst experience.  I would not recommend any to visit them.","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX-uTctDergWnHODFFHHLAtS2AQIL5n1M0cwlkqCtvAG1S6iBkA=w45-h45-p-rp-mo-br100","Reetica Pradhan","1 review","","","a month ago","Had a great time here. The service was really smooth and the people here were also really sweet!!","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUGbRBt5CuJaj2zM6kYBbCVgBoe0FDE-c7y9YuHQZ-goR8qgaI58Q=w45-h45-p-rp-mo-br100","Navin Bazra Lama","5 reviews · 2 photos","","","4 months ago","In service there was a girl named Smita. She was nice, polite, friendly and served us very well. Most of the time we go to Jimbu Thakali, we always have a great time. 👍 …","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUXRYVNDxi50BC2ZQxvRIPo1109xoescBcYV2TXVVCvgJGKyUq5=w45-h45-p-rp-mo-ba4-br100","Ram Gurung","Local Guide · 73 reviews · 215 photos","","","2 years ago","Not as expected as name, very very pricy not worth the price additional top up rice was far different than the first one. Fish curry with Dal Bhat? That was not even a curry.","","","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocK2ihCFZOqupFgwwJ_hugbD2QxK5zlrxDVPjOHydwlvj956wA=w45-h45-p-rp-mo-br100","Ranjan Karki","5 reviews · 5 photos","","","3 months ago","Food and service was great. Would like to recommend thali here. Service was top-notch.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXhqegYWjEO36Bna_Q1uraIxSWuyFT0gzQ-OidmWPgA0qS_-HVIcg=w45-h45-p-rp-mo-ba6-br100","Siddhartha Gajurel","Local Guide · 172 reviews · 1,521 photos","","","4 months ago","Thikaii naii thiyo, testo wow khalko thau pani haina. I would rather prefer Local thakali just few blocks down towards the laxmi sunrise bank gairidhara, I mean the foods are quite average not wow. Thakali, and apart from that, the place is …","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJ_z1JCycfAgV1DrNiKVeKwNGyQz7aEBHeQbisulEKEirdsGA=w45-h45-p-rp-mo-ba4-br100","Suyog Shrestha","Local Guide · 23 reviews · 158 photos","","","2 years ago","The environment was good but a bit crowded. The food was spicy hot and tasted average. Despite my hunger, I could not eat much because of the chili in everything. The food was way overpriced. I've had thakali set tasting way better for lesser price.","","","","","","Share","Like","3"
"https://lh3.googleusercontent.com/a/ACg8ocK1TIwMhiM1JMAclSQTnmZ0hMHpq1-YBvH_LFa0rOSHPRJsfQ=w45-h45-p-rp-mo-br100","Rebuka Rai","1 review","","","2 weeks ago","Overall food and service was great😋😋😋. And thanks to Reeya , for being polite and welcoming to us.💖 …","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUYsOAINuic83qPShnU1kkQnomp7RBW8dD-MVVrYUCpcO0cwQGnfQ=w45-h45-p-rp-mo-ba5-br100","Deependra Chaudhary","Local Guide · 237 reviews · 755 photos","","","4 years ago","Good service proper management and good food. Great interior and those transparent  seperators for social distancing makes us want to go their even in these covid situation.... …","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVD-3MzJ-206CzX7QC8rw6yO0iXhULw3tRJ_HhUcNIsF98c4Kl1=w45-h45-p-rp-mo-br100","Agraj Maharjan","1 review","","","3 months ago","The pace was very nice including the ambience too. Food was 10/10. Definitely recommend for both family and friends. :)","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVxUFzIKNdvmkUQr3bxnkjgeDVEkDLPyg8q_g7zHxNP2mKl7K8DaA=w45-h45-p-rp-mo-ba6-br100","Dulu Wa","Local Guide · 380 reviews · 219 photos","","","4 months ago","Jimbu Thakali: A Traditional Thakali Restaurant in Kathmandu

• Jimbu Thakali is a traditional Thakali restaurant in Kathmandu, named after …","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU7wgif059KzVl-FbXQkS6CTPED8qCM1XD45uiFcAPQuGTHtipz=w45-h45-p-rp-mo-ba6-br100","loorixx adhz","Local Guide · 196 reviews · 1,026 photos","","","a year ago","The thakali khana  was a delectable feast that showcased a delightful variety of flavors in one plate.","More","","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjUcT5tGlmm5hiTi2ohWVydncnwEDETC62PKPWOUpM8Mo42wLVM1=w45-h45-p-rp-mo-ba2-br100","Asim Regmi","Local Guide · 11 reviews · 10 photos","","","5 years ago","Nice place for Authentic Thakali. The Thakali sets they serve are very rich in flavor. Pricing is a bit high compared to other places that serve Thakali Set. …","More","","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjVKhYpcrOZ1uxqe0RN2K-whMxjL1Sr05s-EvpMAeh9SmDF9R1DaZQ=w45-h45-p-rp-mo-ba4-br100","Umesh Limbu","Local Guide · 95 reviews · 487 photos","","","2 years ago","Jimbu Thakali might look overrated because of their quick success and social media hypes but after dining here I can say that they serve one of the best quality thakali khana set (meal) in Kathmandu. …","More","","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjXRZLwLy02Mo_wprqdn8wYxVZAQgUlGVvhrMyH1FS7nlZHWD_09_w=w45-h45-p-rp-mo-br100","Baz Khanal","12 reviews · 5 photos","","","4 months ago","All good except they need to work harder on food quality. And I don't understand why all Nepali restaurants' bathrooms are so stinky and dirty?","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVs7x3iilbyLOu6H-9w_vehW9IHh2QE_fuJZklZ6yfzWmIRKGS9=w45-h45-p-rp-mo-ba6-br100","Jiban Bhattarai","Local Guide · 300 reviews · 2,192 photos","","","3 years ago","Nepali Thali Set is good. I had veg nepali Thali set. Parking space available. Small kikds space. Indoor bar is also nice. Food qualit avrage. Toilet smell very bad. Plz keep adjust fan. Overall..good place for nepali thali. Next time i order home pack.. was also nice dal bhat set.","","","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjVWhSAXu2ONgXyYVtMgXpZmJSWrxAFKXDXf3TfBreTap2b4_HWW=w45-h45-p-rp-mo-ba3-br100","Pooja Manandhar","Local Guide · 24 reviews · 106 photos","","","5 years ago","Food was good. But had a bad experience with service. I asked for the tomato pickle and the way that staff served me was very rude. Even when I said clearly to give little amount, she gave me whole spoonful of pickle which I found to be very rude. After the way she served I couldn't eat more.","","","","","","Share","Like","4"
"https://lh3.googleusercontent.com/a/ACg8ocL-NIYf-osJ74wDYI_6zqE-CQyI5gpTfXyQVxACWGnbXWbLVA=w45-h45-p-rp-mo-br100","Sachin Sharma","7 reviews","","","4 months ago","The level of service is going down. Servers are  not attentive as well. Any other food items except nepali thali needs vast improvement.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVL_b80Z8mhIvC-EAG1y1JMcKGPgqtdeO58VHxxQR_Ty0EFD2EM=w45-h45-p-rp-mo-ba4-br100","Tara Shakya","Local Guide · 105 reviews · 181 photos","","","5 years ago","The best dish was grilled chicken! Loved it!!
Good restaurant with delicious food. It's good that the place got children play area. You guys could improve a bit in customer service","","","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjUArLNUMhMZRdMbrS087XjYLnm3g5RobkjnQb1Lrc20CIVEQxpg4w=w45-h45-p-rp-mo-ba4-br100","Pratika Acharya","Local Guide · 44 reviews · 638 photos","","","4 years ago","This is The best Place to have Thakali khanaa and they also Have a playground in which the kids can enjoy.They Serve Finger licking Good food.They serve Very Nice and Super Fast.T …","More","+33","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjXqTLkZhu5lr8ookPPunb0IyqTnmaZY9vCBq5GB529SR7fN7LnW=w45-h45-p-rp-mo-ba2-br100","sorav pokhrel","Local Guide · 3 reviews · 3 photos","","","4 months ago","Staff are good and service is ourstanding. Shalon is a servie man. He is very good server.. please try his servie. As well as anusha is a good cashier","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocLR6MwVa4Mc20gq-qYyaRMSfrwuTtczxmfoA50Z1Udz_4CvFA=w45-h45-p-rp-mo-br100","KA RAN","5 reviews · 1 photo","","","3 months ago","Very good food and ambience. I would highly recommend. Great host kirti g","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUudsuf3m_0FHUQd3KVKE3k7DpY-SpcsTyTJ56Pue01NgmFvNxR=w45-h45-p-rp-mo-ba2-br100","Prince Peries","Local Guide · 20 reviews · 4 photos","","","4 weeks ago","Bikash is great person. 5 out 5 for all the service. Great Food as always.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVNYsKhS179y9oUS-T2u4ulNyfug0urj-ZhCm0v_FKltNGA5IypYw=w45-h45-p-rp-mo-ba3-br100","Laxman Lamsal","Local Guide · 9 reviews · 17 photos","","","a year ago","4 Person thali and 2 vegetable thali along with some snacks and drinks is what we order. But the thali was ok and did not meet the expectation as of thakali khana.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKA0AfxZD-vbXIVuu5Ua4XSZah_AqrK1pBGHa5mNVHPGYzw1Q=w45-h45-p-rp-mo-br100","Deep Ace","2 reviews","","","3 months ago","The food is quite good. Overally best place to hangout with friends and family.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXRfqWYYOYeg0CRHYwSevYPAyW9zy2FSGAO95ZyZhCQNvxHt-0=w45-h45-p-rp-mo-br100","vivek singh","3 reviews","","","3 months ago","Mr. Shalom was very humble and provided very good service. The food was good and the ambience great. Thank you jimbu","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocLBzSrNCHeH51YJGfZE0gqpvCJ-7PKpY6l3zTUCTMrV6vPlpg=w45-h45-p-rp-mo-br100","Sapana Gurung","1 review","","","a month ago","Best experience while celebrating teej . Love the food environment ambience","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXNZHfVaSoHqd807pZGRKdd-aWcKwy83xGL38ZtmRRAvDiiSOte-Q=w45-h45-p-rp-mo-ba5-br100","Kaushal Pokhrel","Local Guide · 283 reviews · 520 photos","","","4 months ago","This branch of Jimbu is the best amongst all other Jimbus. I like food here. The only thing I hate is the wait time.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUbtMKtcIugumyG0NJfB5hIGOEsymUUimlIt5Z_n-mdVkygozUo=w45-h45-p-rp-mo-br100","Tenzi Sherpa","2 reviews","","","3 months ago","The appearance is so good and the food is absolutely amazing please visit if you are in kathmandu vally .","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWG5UUC9sKxf9c0qnHpnwHijvqJ8iYdM1RmRrngOVO7cSlHXB1F=w45-h45-p-rp-mo-br100","Rijan Adhikari","1 review","","","a week ago","The atomsphere was really good, along with the service and service staff.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVjS_yFFQBKOzLRV1jMry40N_Ds7FPto5-rKywiaWDlvDILBKY=w45-h45-p-rp-mo-ba4-br100","Lalit Singh Rawal","Local Guide · 86 reviews · 241 photos","","","3 months ago","Authentic Nepali food, good taste. Good staffs. But washroom was messy.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW8-HhCKqalIwtAZb8F2QToyXVHb5ShdX3TYObQHUODUl_ySSVy=w45-h45-p-rp-mo-ba3-br100","Gunjan Shrestha (Kiyo Naga)","Local Guide · 22 reviews · 120 photos","","","2 years ago","Great taste. Great food. One of the must have experience with family for a quality and best taste Thakali experience. Has lately become quite expensive maybe due the price hikes but still very worthful.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX7uiYvVEkPXv5-tUT1f7IXtzCzt9P-rIgFQanfxPSavmXSXCzcwQ=w45-h45-p-rp-mo-ba6-br100","Manish Amgain","Local Guide · 254 reviews · 3,416 photos","","","5 years ago","Descent place for the vegetarians like me but id you are the fan of thakali food and barbecue then this is the place you would like to check out. …","More","","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjWofLU9W8GH0CZYRe3Hi2kQf1k4FBWe3oH1SMgec0Yx11ENlTOk=w45-h45-p-rp-mo-ba6-br100","Sandesh Jonchhe (Sjonchhe)","Local Guide · 271 reviews · 1,501 photos","","","a year ago","Great ambience, decent food, high pricing, decent service, always crowded!

Update: 100rs for a bottle of water is not acceptable!","More","","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjWCAysB1rFek8fVK3v28umz9LI-hBAMYLos8Jax8KRstoOKkamh=w45-h45-p-rp-mo-br100","Asmi Shahi Thakuri","9 reviews · 11 photos","","","a year ago","By far the best thakali in kathmandu i would rate it 5/5 but everytime i am there the daal tastes little off … and the service is good . 👍 …","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXf39xM0NUTFY_Slc3p44iQaHB_qvMSwawIQnXn-7q68isdJOb9Zw=w45-h45-p-rp-mo-ba3-br100","Bikram Lama","Local Guide · 39 reviews · 55 photos","","","6 years ago","Very nice place to be with family or friends. Great food and great ambience. Staffs are really polite and the place is overall very nice.","","+4","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWJybNlIcq_0wnKSV_45hBt5OymFWRPZfNrTAiGqg6IrN8a-lFjpA=w45-h45-p-rp-mo-br100","birendra yadav","3 reviews · 1 photo","","","3 months ago","Nice ambience with very good mutton thakali food
Really recommendable","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJSPSUS2U1vS58mFVRxZGeL7e0zqUtT_wI64uykCmdMzP6hwJ8=w45-h45-p-rp-mo-br100","sampada thapamagar","2 reviews","","","5 months ago","Sitting arrangements could have been better, space is tight and kinda hot. Otherwise the service is good and hospitable.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocL5hNqWxrZJRYaCojWdNIHO0r28LVaJzndM_8CybYjcdbv6pg=w45-h45-p-rp-mo-br100","Laxman Shahi","1 review","","","3 weeks ago","Service was amazing
Good food ever..best thakali","More","","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjWY3O_bjYlUPOljr4jeX-Hf3_Bvt1zCjHRkzwe8v3P2QMttFCGu=w45-h45-p-rp-mo-ba4-br100","Prashidha Shrestha","Local Guide · 79 reviews · 107 photos","","","5 years ago","Food is good....spaghetti Bolognese is awesome, Nepali Thali set is also okay....and the chicken jhol momo is yummy tangy tasty.
But the staffs are not friendly, the lady waitress is unpleasant and the replies …","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWZQG5yn6pV2zEjWSZgEXGkDpNe-pxKUFP3qJa3HyWjFkOh0XvF=w45-h45-p-rp-mo-ba3-br100","Pradeep Acharya","Local Guide · 21 reviews · 50 photos","","","6 months ago","I had sweet corn today, portion was very poor but price is 370 for one plate but was very few. Do not recommend to all","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXZ_EFhK4FBFJDbGh1ynkdtPaJSYfUPOYVklgZiWmzb2RnzEHeA=w45-h45-p-rp-mo-ba4-br100","Roshan Acharya","Local Guide · 19 reviews · 245 photos","","","8 months ago","While the food was excellent, the experience didn't quite live up to the hype. Unfortunately, they didn't have spare vegetables to complete the meal, requiring a separate purchase. For vegetarians, it may not be the best decision to dine there due to this limitation.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWG1SuR9ANI_sntIbCOm6kHNmh_Z0Zechg3z6OFHUEF1hX4mlEnJw=w45-h45-p-rp-mo-ba4-br100","Sonu Rana","Local Guide · 84 reviews · 186 photos","","","9 months ago","Varieties of food for Veg Set as well- I love it. ❤  everything was delicious 😋 …","More","","","Like","","Share","",""
