"NBa7we src","d4r55","RfnDt","eaLgGf","hCCjke","rsqaWe","wiI7pd","w8nwRe","Tap5If","dSlJg","znYl0","dSlJg 2","znYl0 2","Hzvxle","pkWtMe"
"https://lh3.googleusercontent.com/a-/ALV-UjXvQJ8EGA_jGmAMHMTQB3tuFxpWsIp1R45-2icCoraHKyISBEd28A=w45-h45-p-rp-mo-ba4-br100","Rina Lamsal","Local Guide · 47 reviews · 553 photos","","","5 years ago","Nice place, many options for food. Big space, families oy friendly!  There is a child chair! The maintenance of the space is ok. A bit dasty in the court yard... Despite the existence of the play ground not possible to use- very dusty...","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWja5TrpRdX7TMvCWxwh-6h64PE-cSTjhk4p2szrx5FSV16RKjq=w45-h45-p-rp-mo-ba4-br100","Sanjog Khadka","Local Guide · 135 reviews · 331 photos","","","6 months ago","Had great food and great time ❤️","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWJp420zmBfQjhCTkkz_f-9xvL_t3RHF9IpKqrkgFBtWfZDYZP-zQ=w45-h45-p-rp-mo-ba6-br100","Dragon Heart SHERPA","Local Guide · 321 reviews · 2,998 photos","","","a year ago","Not as good as before. Quality is slowly going down. The potatoes which used to be so tasty was hard and tasteless. The papad was so oily, not fried properly & had to ask for another. Dal, gundruk achar, mula achar was great.","","","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjUZKhbHxJb7tSTpzyJbAK04nK8Ezrz-FW_EyZ7GifL3ejiEnELsWw=w45-h45-p-rp-mo-ba4-br100","Ashok Dhakal","Local Guide · 89 reviews · 55 photos","","","10 months ago","We were party of 4 and had thali. However the Goat meat was a total rip off. It came out but wasn’t too hot enough and had barely any meat on it and way too tough to eat. I would recommend the trout fish though. …","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVHH3E-DBdPZxdDjax_XgstQn75B-Jx4wJ0_TrQqqP0UmAy3yOBVw=w45-h45-p-rp-mo-ba5-br100","Priscilla Dhakal","Local Guide · 234 reviews · 405 photos","","","3 years ago","Food taste:4.5, Food options: 4, Hygiene:5, Service:4.5, Price: mostly worth the food they serve.","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJ_AitjSJ380_Tkmd2FRdJnmjRnkEtAuesKHSA8wYOJtZ027A=w45-h45-p-rp-mo-br100","Biraj Acharya","2 reviews · 1 photo","","","4 months ago","Its was very delightful attractive presentation of thakali set. Tasty thakali experience😀 Januka ‘s service was very nice. …","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXDvenSFaatMDkfig-yH1elq3ZtNJO9nXyFS8LgaeEAjnRxcKFh=w45-h45-p-rp-mo-ba2-br100","Wings On Wheels","Local Guide · 4 reviews · 1 photo","","","5 months ago","The meal and service were both prompt and delectable.
I highly recommend it.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVjyCQC98yEmK-B6y2B3YGpPBl9KOhKX4PhqrV1TxgsG97sl1c=w45-h45-p-rp-mo-br100","Tride tsukten","1 review","","","5 months ago","All good food is delicious service is also good kirti is nice waitress","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVrjN5cuyNT7E8a24ZNW834oFommXHzwGeGyzR2CH8v69tpQIzW=w45-h45-p-rp-mo-ba5-br100","Ruven Shilpakar","Local Guide · 176 reviews · 440 photos","","","4 years ago","Was expecting a bit more based on all the reviews, the thakali set was good but I couldn't justify the price of it. Taste and ambience is good!","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXcKLAbedBVVE_L6dzcmtlhdspeb7uZyoqf_AVOE1zOyoCiFFA=w45-h45-p-rp-mo-ba3-br100","Er.Pradip Dahal","Local Guide · 13 reviews · 93 photos","","","4 weeks ago","Its good to eat sometime at jimbu but not regularly","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUIX74nYJ2-yNNKAjH87o5aDUAJPohHj7GOAnu4vh2tudmzXng=w45-h45-p-rp-mo-br100","Ameer Gurung","1 review","","","5 months ago","Food was delicious, fantastic service. Highly recommended. Sholom was amazing.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVBbPv7raPUzwgg-Jl7AcAA-WebOdTYuYyAHLFnJHOaVF-71yY=w45-h45-p-rp-mo-br100","Bishal Dhital","5 reviews · 4 photos","","","6 months ago","Good food, great taste. The place is popular among people, so it is crowded and the staff takes the great responsibility to manage customers.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWyRYFIDHxZlmrCpEAPkE9EBb-1b1aSV38zfcGaUz8PhOFJ7s4=w45-h45-p-rp-mo-br100","Gaurab Paudyal","1 review","","","8 months ago","The service was incredibly slow; I waited for over an hour just for the Thakali set. While the Thali was satisfactory, however enjoyed their mutton momo. The staff seemed busy, but their hospitality was lacking. Hope they learn and improve their communication with customers.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV5V_Stwt4moBSCGKjSSuQn3WJhNgaBphyhPpr-BVkB-_AbsOLw=w45-h45-p-rp-mo-ba4-br100","B V (dscorpion)","Local Guide · 52 reviews · 268 photos","","","4 years ago","over-rated
1. Food average. 80% of expectation.  More spicy than usual thakali taste
2. No Gundruk …","More","","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjUhjPg7TjbAwb1kLQ4E9U2WAtaHRaVoZHXeD4l7CQlcT9qUOd4j=w45-h45-p-rp-mo-ba3-br100","Rajiv Joshi","Local Guide · 56 reviews · 59 photos","","","a year ago","Very good food. Staff are very friendly.","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW_bXNBpLEO6DMP7Dd_plaauTV2KYT5ngQbUjVIWnyxbtuZ2UFn=w45-h45-p-rp-mo-ba3-br100","Ankit Subedi","Local Guide · 24 reviews · 14 photos","","","2 years ago","If you want to eat normal Nepal dal bhat, with a crowded ambience, best place. If you want to eat authentic thakali khana set, not so great place.","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU4gmZdEApWu9GvXPtzfkALp1NBSdBkZ3lC2OsQ-VqdMTmdRVQ=w45-h45-p-rp-mo-br100","Abhishek Singh","41 reviews · 2 photos","","","a year ago","It was my first time at a thakali place in Nepal. The food was awesome. You need to get there a little before you are hungry cos you might have to wait a bit to get a table as this is a very popular food joint and it's always filled with …","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUdoU_QmTCrRgxE2WxQ3pjfQSQuDABbBlkAKnSa2SEzNf1OSuO9AA=w45-h45-p-rp-mo-ba5-br100","Nimisha Khadka","Local Guide · 168 reviews · 655 photos","","","10 months ago","We were there 1 week ago , the food they served was the worst food I have ever eaten in my whole life. We had ordered Chicken thakali and they served
1. Dip fry Cauliflowers with no salt and nthg next …","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWcQ9Q2GTc0bU_4FrUpDsUZlHuDRCZ0_V50LGQ9MGMw6IGHBtwpvg=w45-h45-p-rp-mo-ba6-br100","Shubhra Mukherjee","Local Guide · 291 reviews · 1,256 photos","","","9 months ago","I had the special Thakali. Everything tasted good except the mutton. It felt undercooked. The staff is very courteous and helpful. They ensure the next round is served and you are comfortable.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW-rJh_gwMIXvFA3Rxr5qLCOv0gfbOW6EPPEMyOGFlqGYnq2bWMRQ=w45-h45-p-rp-mo-ba4-br100","Prayog","Local Guide · 14 reviews · 258 photos","","","6 years ago","Good place. Expensive but worth the service and fine dining. It's a great place for family gatherings.","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXooaPjInZwdx1Wl2f7lUv-tkGta9bMyGmTbfKgOED2FYf6AIRC=w45-h45-p-rp-mo-ba5-br100","Jay Sharma","Local Guide · 152 reviews · 1,630 photos","","","2 years ago","A wonderful place to dine. Loved the service and the food served.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUvYNDkGB401njHoE6vd0qq-iWmLQwm-JN0aCHABY9uq4r0N1o=w45-h45-p-rp-mo-br100","Saroj Gole","2 reviews","","","5 months ago","Very good for family dining and service is very fast thank you so much","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUSxDPI8z9qBSeye-ZhjpZSpfuZSUsu3AvEraTezOTmtoW4v4WFNg=w45-h45-p-rp-mo-ba6-br100","Sabindra Thapa","Local Guide · 445 reviews · 1,716 photos","","","a year ago","We were served food even after 10 pm. The staff were really helpful. They managed to serve the food for 10 people even at the last minute. They do have a free parking lot. But the food taste is average and has degraded more than before.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWw1FHstvd4y7kAn_Ax8SAjeiPnUJoRFjXBeuw9jvRibKgWYZzM1w=w45-h45-p-rp-mo-ba3-br100","apoorwa dahal","Local Guide · 22 reviews · 13 photos","","","a year ago","Ordered cream stuffed chicken. It was good a bit on the salty side though. Parking space is good.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocLwWfRtdgg9xoO6GrX0tjaiHMp9yhOZdNg8tHOI33ZXUSDRxg=w45-h45-p-rp-mo-br100","Nisha Rai","3 reviews","","","5 months ago","Excellent food, good ambience, friendly staff,fast servive","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKur7CMao1BKuqO4Kw_ndQ0jm9zlNbnig-t15-uI3np95n3Zw=w45-h45-p-rp-mo-ba3-br100","ashish aryal","Local Guide · 17 reviews · 52 photos","","","8 months ago","They don’t serve food like before. Tasteless chicken and fish gravy. Tasteless vegetables. It was one my favorite place to go. But from yesterday no more. Will go other better thakali places than spending here.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX9QUVIaq5SyTQJFzwpAnrXbrJHzof_AHXCLDsNFUnmfACYqCgEHA=w45-h45-p-rp-mo-br100","Ripuna Shrestha","2 reviews","","","3 months ago","Great ambience with good food and grown staffs. 😊 …","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocK4_cre6YsFqwFrzPmpZmUY98AEGwEtL-dYlPbR7IpTWAjAoA=w45-h45-p-rp-mo-ba4-br100","Yogbahadur Gurung","Local Guide · 70 reviews · 65 photos","","","9 months ago","Good, but I would not say it is like what others say about it in their review.  I ate vegetarian food and it was ok, good, nothing special. I ate in a small Thakali restaurant in Gongabu Town planning near my home run by a family, I think the food was better there.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUItb1GNguUwoArKvtrxIoPZvksgMaw15YRycoIA7BcpemfKs5v=w45-h45-p-rp-mo-ba4-br100","Bijay Nayak","Local Guide · 61 reviews · 146 photos","","","3 years ago","Nice place! Food is very expensive. We can enjoy of two people at other restaurant for price of one of Jimbu Thakali. Mutton Khana price is NPR 670 for one person.","","","","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjU_ThE0GcgnhSrusFVF_ALx0-xmQon5z7AW6ud3KqhN17qG2dIz=w45-h45-p-rp-mo-br100","Oni Owl","1 review","","","4 months ago","Very tasty food and good hookah. View is amazing","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV3PvMg1OwGfrXuKI3_kmNJO9oEGtTCuM6Tx3Yr73lf4W9Ls8M=w45-h45-p-rp-mo-br100","Neil Dykes","12 reviews · 11 photos","","","a month ago","Beautiful place lovely food and staff 😁👌😍🇳🇵 …","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUWcG7fIQK1PNrRsg4TGcHmCR2MQeMhLUjwvMu5wT50EIf24XY=w45-h45-p-rp-mo-ba4-br100","Badri Guragain","Local Guide · 139 reviews · 39 photos","","","4 months ago","Too Crowded
You can find better thakali food in other places,","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVWF8X5cP6i9E1BTwQW_Iux7ALUP4yCDpj18Ap_doCA57FM0ScXBA=w45-h45-p-rp-mo-ba4-br100","Monika Jain","Local Guide · 170 reviews · 113 photos","","","a month ago","Jimbu Thakali offers a delightful culinary journey right in the heart of Kathmandu. The veg thakali is delicious, and the kanchambari (buckwheat fritters) adds a refreshing crunch to the meal. With its widespread availability and …","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKUlOr_iiPO__sVSXno9yvIi1TQyyR7vfBuN6ZxzxUxvoDeXw=w45-h45-p-rp-mo-br100","Hope Thapa Magar","2 reviews · 1 photo","","","6 months ago","There was no word to explain about the service and staff were missing around, waited for more than 30 minutes for 2 thakali khana. ✌️","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU0g2Is4SYc8snmxN9WNnfLLmv3baSicIww0PgvmFnGXDI5tSF-=w45-h45-p-rp-mo-ba4-br100","Anil Maharjan","Local Guide · 8 reviews · 155 photos","","","a year ago","The place is very crowded and we had to wait for almost 15-20 minutes to get a table for four. The food is good but can be improved. The ambience is nice but the cleanliness is not up to the mark.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVRThzWO2aYppb-JLnJ5GyMha7iRk_R9bDCrBXY4CdY5DJ8hUI=w45-h45-p-rp-mo-br100","Natsu Sherpa","1 review","","","4 months ago","The food was really good and service was great.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWPtEyV_rCX2tiMagdQ4AnQq3mNIpRfvNTINO8h-waUPjWsCCmohg=w45-h45-p-rp-mo-ba4-br100","Aman Rauniyar","Local Guide · 25 reviews · 153 photos","","","a year ago","The place is very good and very hygienic. The food is also very tasty but i didn't like the service because when we ordered our food they brought us some spoons and forks but after some time some other customers came they just took the …","More","","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjU-a3czRPhC8RRh1s_flhmS4lpNR3QVupnK4J_elrJBmSI9Uqik3Q=w45-h45-p-rp-mo-ba6-br100","Ravi Agarwal","Local Guide · 519 reviews · 2,339 photos","","","2 years ago","Excellent food and ambience. Local food with unlimited set meal option.","More","+3","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocLoRwuNBsZw-Mk4xS6fmFYOh3ssQFhEC_zdBPbqpB8gCk-Wvg=w45-h45-p-rp-mo-br100","Riddhima Mahat","5 reviews · 3 photos","","","8 months ago","food is overated, i usually get thakali set here but always had stomach issue after, not the best. recently there are other places a lot better than this for thakali.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUtBwl37WxX2qxH7dwvI4E-N8MgFtp9GM5I4Oj4Q4EQxYHYF-fo=w45-h45-p-rp-mo-br100","Akriti Shrestha","1 review","","","a year ago","Went for lunch with group of 10, the guy who sat us down wasn’t very welcoming but our server Rajesh was amazing, he was very attentive, polite, patient and always had a great smile on. Food was average but Rajesh definitely made our experience so much better. I hope he is your next employee of the month.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocI7-trUGpqomxUOtIweLG8omZvI_1i2UCRkLHCN0RfUP3CG7A=w45-h45-p-rp-mo-ba2-br100","Lubica Pirohova","Local Guide · 15 reviews · 25 photos","","","6 months ago","Food and service excelent,best finising in may holiday , best aple coobler ,Getta very helpful and attetive","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUfKC93U0tkJZCbBHPaTY6WznW-VUyOm_WORBl3RRTyc3TF3tYBLw=w45-h45-p-rp-mo-ba3-br100","Tshitiz Swar","Local Guide · 20 reviews · 34 photos","","","a year ago","Ambience is good..service is somewhat ok.. Heard great things  but the food  didn't meet my expectations...we went for chicken thakali set..items were somewhat low in numbers for that much of price...chicken was too much sour and didn't …","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU9OIgluyCTuvMdlHaXhDiDpBQRoWTDNqvTn7A8vQiRFSjPyPED=w45-h45-p-rp-mo-br100","Bhishma Raj Uprety","9 reviews · 3 photos","","","8 months ago","Everything was good except waiting time. The took order immediately but bring food almost after 30-45 min","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUXZM4LOsl6JEU0yy6WZ7ThywRMV-ys9XZ0DbmAHEeq1991hRvQxg=w45-h45-p-rp-mo-ba6-br100","Binod Babu","Local Guide · 195 reviews · 3,802 photos","","","2 years ago","Delicious food. Nepali Thali set, especially Jwai Set is the point of attraction to Jimbu Thakali. We had a better experience of dinner with friends. The restaurant was found much busy but the staffs were smart and served smoothly. Love to see go again!","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJNXn2GiGumw-TkAA6XsmDQHt8EduqcK41sJYZY9zYEdx4TfQ=w45-h45-p-rp-mo-br100","Director of Offshore Marketing South Asia and Philippines","2 reviews · 1 photo","","","3 months ago","Very slow order 1 hr ago but came after 1 hr late","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWQBzMAyhzr1qEg_V4gm0ZBWdUPSXiWJqW_XZTMQQfjgIYujugw=w45-h45-p-rp-mo-br100","shanti tiwari","1 review","","","7 months ago","Food was an average compare to any other thakali in town . Expensive thakali set.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKluOjEslhs7fnk86b11ZkkFhwrpMk3X2li0B_nXybymnO0gg=w45-h45-p-rp-mo-br100","Sanjog Rasaili","4 reviews","","","4 months ago","Best and authentic thakali in capitalof the city....","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXaVbVBRpdIrnolG2vhNGFEeVrdNzkQ9_NtExHtgOPr9fHgWx_0tw=w45-h45-p-rp-mo-ba6-br100","Juna Khadka","Local Guide · 68 reviews · 255 photos","","","3 months ago","Nice place for thakali set❤️😍 …","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUn2gU8YBZYJoTMh7hgnAzddvUhBbeO_-vvH3OXMbJ6PTk1edPO=w45-h45-p-rp-mo-ba4-br100","Suraaj Shrestha","Local Guide · 48 reviews · 50 photos","","","a year ago","Overall, I highly recommend Jimbu Thakali for anyone looking for delicious Nepalese cuisine in a welcoming atmosphere. It's definitely worth a visit!","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV4m2pgZ8NJJCJfDoAsod9-TetN94MP2CFuTXc-248_QgHdg7GfzQ=w45-h45-p-rp-mo-ba2-br100","SEJIN BANG","Local Guide · 15 reviews · 23 photos","","","2 months ago","It is a suitable place for a formal lunch/dinner.
You can taste neat Nepalese food, and Takali is the signature. The soothing music is good and the staff's service is also good.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJ3ng7tWm2F2nPmbLBcEbAIbGsK62VUaRCFK7u0E5GgAEsGWg=w45-h45-p-rp-mo-br100","kalpana Rijal","1 review","","","a month ago","In Zimbu Thakali Tangal today, the sweet food of the program of the program of the program of the program of the program of the program of the program of the program and the arrangement of the establishment is also good. The food is delicious.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKo9Y6nmWHC4IyvcIg60D56Dr4xMvBWcoLXtBIao0ijIPcbeg=w45-h45-p-rp-mo-ba5-br100","Gavi Shaw","Local Guide · 234 reviews · 746 photos","","","7 months ago","At the restaurant opposite the hotel, I saw a doorman at the door and there were many people there every night, so I wanted to try it. The service attitude from the reception was very average and ordinary, and the seats assigned to our …","More","","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjVPSBpy2n_0SSK4dQqQv1TNJlJmOeKnS4_dmyR99UgPSB4DJhqO=w45-h45-p-rp-mo-ba3-br100","Ash The Duke","Local Guide · 41 reviews · 5 photos","","","2 months ago","😀Aha! Kati mitho tara yespali jnada ekdum noon charko thiyo snacks ma🤷🏻‍♂️. The menu is great lots of options😌 …","More","","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjVh0MGg_JvWuvzZ2zifnVXBruB8yqRPbv-UndRIc7byPlWWxual=w45-h45-p-rp-mo-ba4-br100","Purbangshu Chatterjee","Local Guide · 148 reviews · 273 photos","","","4 months ago","Great thakali food at Nepal","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKnc7o16ZL2R7Dz7ax71GzXlPu3xAv7MXOQltiOWp7C9IkNYg=w45-h45-p-rp-mo-br100","Simon","15 reviews · 2 photos","","","5 months ago","Good Dal Bhat overall, the staff is friendly (special mention to Rajesh)
I recommend the place and beautiful terrace too!","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJOxL2UX618NZFXgVxvGa2bRD0hASuHlePIfF7Uxd4ZRPxeCA=w45-h45-p-rp-mo-br100","Kashi Gurung","1 review","","","3 months ago","Very delicious masai ko dhal jhumbhu le jhaneko
Shalom❤️","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWVotaFCsZXqMLV34N8Y0o3jBolWM3akqPqCPFYh-0lZLNyBUGz=w45-h45-p-rp-mo-ba4-br100","August Rain","Local Guide · 121 reviews · 77 photos","","","4 weeks ago","Ussd to be good paila new new ma, aile badtam","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXfOL0E0bYvvrggvL1hXzZ9HZgZqSYJeKtTNjwi0YhtNXEykyM=w45-h45-p-rp-mo-br100","jay upreti","1 review","","","7 months ago","On 14th February, the family ate food in Santinagar Jimbu but made everyone upset. Mutton set ma mutton so testless and Sarai testless khana. Gairidhara cooked food with the same friends when she was 2 years old.","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX3Hki4-r9VY0M8wIIqX5yx-QJBVmrNq5WLUllHYteCXFlxcL2PDw=w45-h45-p-rp-mo-br100","Prashamsa Shrestha","3 reviews","","","8 months ago","Duijanalai khana order gareko eutai batta ma pathaidexan sab daal tarkari haru ,duita khana order garesi xutta xuttai haldinu parxa vanni sense xaina🤬phn garera 2,3 choti duijana ho euta rice extra haldinu vaneko hunxa hunxa vanera lastma pathaidenan🤬🤬worst staff ever👎totally Dissapointed with their customer service👎 …","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXTcc7LPsqSpFefFRGUjKmSwSpTlyx6yarF3SzSCqVyBgFhnMIU=w45-h45-p-rp-mo-ba2-br100","Shabi Driving School","Local Guide · 16 reviews · 16 photos","","","8 months ago","Nice thakali dhedo set","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWOJb2zCEVzlqNJFuD1Nod79oQ4xQJKfMI0yqW6clJX3yYCv7Eu=w45-h45-p-rp-mo-ba2-br100","Akash Thapa","Local Guide · 3 reviews","","","a week ago","100 rupees is Pani😯 …","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKXc_kLoxgbhaifGKTKsVa1MrPNeUDgHhj06p6BOUccmX_83g=w45-h45-p-rp-mo-br100","Asbin Ghimire","1 review","","","2 months ago","thank you khana mito thiyo","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWoWSY-ZtcDyZuckN-bv-ds1LnaHkkaZ-_C4xzYcQPl1cuqzXfc=w45-h45-p-rp-mo-ba4-br100","Alin Odari","Local Guide · 32 reviews · 312 photos","","","2 years ago","One of the best thakali in Kathmandu valley
Loved cheli jwai set","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXq286Il_lZu-GzhaqxbvRjjeDwI5hhiAXt3ihxboWqG7djw5-i=w45-h45-p-rp-mo-ba5-br100","Vishal Salunkhe","Local Guide · 239 reviews · 570 photos","","","6 years ago","Best mutton thali / set for thakali food in Kathmandu !","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWGa_KSuJJhciDT3gipupdXC-uY7JIBpY0_Mz7l8P00qcdJJ3U=w45-h45-p-rp-mo-ba2-br100","E.","Local Guide · 22 reviews","","","2 months ago","Thank you, friends...eating here is always a pleasure🥰 …","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWnbMnxFi22xANz075YEwe_X969yxIRVpXNJrFIVxrbJqvMpca0_w=w45-h45-p-rp-mo-br100","Amit Koirala","1 review","","","a year ago","Auta dai xai ramro thiyo mero sathi lai maan paryo re bihay garxu bhnya xa ❤️😁😁

Ani auta dai le xai khana sidauna pako xaina plate lina aunu bhaisakya thiye …","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocLtyD5jy__mbFOLbEWh22L7PNkWSlDmuy7cjMLg85efNDgD3w=w45-h45-p-rp-mo-ba3-br100","으노리","Local Guide · 14 reviews · 49 photos","","","a year ago","Dal bhat is delicious
Sherpa beer has a similar flavor to Hoegaarden beer.
Service is friendly","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUkYdlHufIbXvsAYpQi-S4XJxsU4bz5tTEeIDOfXTqdWOUVc3qX=w45-h45-p-rp-mo-ba4-br100","Puske","Local Guide · 23 reviews · 89 photos","","","a year ago","Service ali dhelo theyo tara masu mitho theyo 😋 …","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocLyWTpouwKmQb47D7dHBsCFSyb0uTis0Ysjvz09vv2umTTIcw=w45-h45-p-rp-mo-br100","Paalchiring Bomzan","1 review","","","4 months ago","Very very tasty thakali 😋

Abiskar …","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUrhcQIigJOD1GRh-Eg4jM-f-QLk52L2ZZ_C4xl-BhRWquoiekq=w45-h45-p-rp-mo-br100","Tashi Finjo","4 reviews","","","4 months ago","Thank you for januka and salom vai","More","","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjXd7Z72w55Zr5dj2AVAAkqov140_kbFDq2YY36VK3PnoVSpoqw=w45-h45-p-rp-mo-ba3-br100","Kriston Pal","Local Guide · 28 reviews · 34 photos","","","2 years ago","This is a good Thakali restaurant to enjoy Nepali Thakali set. Good taste.","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXBoQRDZQPUxojLzx2upCDFSEyvWs4Ynve--azlzbLgI2Rlv5dKIg=w45-h45-p-rp-mo-ba3-br100","맨맛집","Local Guide · 43 reviews · 31 photos","","","4 years ago","I enjoyed the dal bhat and fried food, but the elderly didn't like it...lol.","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUUp-CZ4oVX9lMpmxWJJoJJbiivOj3FgWJRaAmZE1Gy-0FtrCSdEg=w45-h45-p-rp-mo-ba5-br100","Aashish Bhattarai","Local Guide · 91 reviews · 1,253 photos","","","2 years ago","This man is shocked to see that he is going to eat rice!! It's not that testy, it's simple, maybe it's after the name!! I also went to see the atmosphere and after 20 minutes of waiting, it was my turn to sit at a small table!! don't expect high as basic food with good customer service ☺️","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIr2Kp18DXSFctsqZNWs5ODMvUfZ1TlO8RaraHisfhuNXpJDg=w45-h45-p-rp-mo-ba4-br100","Mayur Todwal","Local Guide · 120 reviews · 23 photos","","","9 months ago","Loved the Thakali Thali","More","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXD90jtASf4hV6gXWy-aL9R4qy296daQwO2pI15qLDVyNWtrzc=w45-h45-p-rp-mo-br100","Neeschal Shrestha","9 reviews · 5 photos","","","2 years ago","Khana mitho lagena pahila jasto chicken curry is too much worst.jimbu thakali vanda ta international airport ko t3 thakali ekdum best.jimbu thakali ko service pani ramro vayena hai.ystai ho vane customer harauna time nalagdaina hai","","","","Like","","Share","",""
